symbol,side,day,timestamp,qty,entry_ts,historical_edge_t200,executable_edge_t200,slippage
HYDROGEL_PACK,sell,3,34200,6,34300,12.0,-3.0,15.0
HYDROGEL_PACK,buy,3,35100,2,35200,10.0,-7.0,16.0
HYDROGEL_PACK,buy,3,35500,5,35600,3.0,-12.0,15.0
HYDROGEL_PACK,buy,3,37100,3,37200,10.0,-9.0,16.0
HYDROGEL_PACK,buy,3,38400,4,38500,6.0,-10.0,13.0
HYDROGEL_PACK,buy,3,38600,5,38700,6.0,-7.0,13.0
VELVETFRUIT_EXTRACT,buy,3,39500,4,39600,0.5,-1.5,4.0
VELVETFRUIT_EXTRACT,sell,3,39800,3,39900,1.5,0.5,2.0
VEV_5400,buy,3,40200,3,40300,0.0,-1.5,1.0
VELVETFRUIT_EXTRACT,sell,3,43200,6,43300,-0.5,-4.5,4.0
VEV_4000,buy,3,43600,1,43700,10.5,-11.5,21.0
VELVETFRUIT_EXTRACT,buy,3,48200,7,48300,0.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,3,49700,7,49800,2.5,-4.0,7.0
HYDROGEL_PACK,buy,3,50700,5,50800,11.0,-5.0,16.0
HYDROGEL_PACK,buy,3,52300,6,52400,12.0,-5.5,18.0
VELVETFRUIT_EXTRACT,buy,3,55100,4,55200,2.5,-1.5,5.0
HYDROGEL_PACK,buy,3,56200,6,56300,7.0,-11.0,15.0
VEV_4000,buy,3,60600,2,60700,8.5,-10.5,21.0
HYDROGEL_PACK,sell,3,61300,6,61400,10.0,-8.0,15.0
VELVETFRUIT_EXTRACT,buy,3,62400,5,62500,4.5,-1.5,6.0
VELVETFRUIT_EXTRACT,sell,3,67600,7,67700,3.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,3,68000,5,68100,2.5,-2.0,6.0
HYDROGEL_PACK,buy,3,69000,4,69100,9.0,-5.0,17.0
VELVETFRUIT_EXTRACT,buy,3,69400,8,69500,1.0,-3.5,4.0
VEV_4000,sell,3,70200,1,70300,11.5,-9.5,20.0
VELVETFRUIT_EXTRACT,buy,3,74900,8,75000,3.5,-3.5,6.0
VEV_4000,buy,3,76100,2,76200,11.0,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,3,77100,5,77200,0.5,-3.0,5.0
VELVETFRUIT_EXTRACT,buy,3,78900,6,79000,4.5,-2.0,4.0
HYDROGEL_PACK,sell,3,79900,6,80000,7.5,-7.0,14.0
HYDROGEL_PACK,sell,3,83500,5,83600,6.0,-7.0,13.0
HYDROGEL_PACK,buy,3,84900,5,85000,5.0,-16.0,14.0
HYDROGEL_PACK,buy,3,87100,4,87200,7.0,-11.0,16.0
VEV_4000,sell,3,88200,3,88300,10.5,-9.5,20.0
VELVETFRUIT_EXTRACT,buy,3,88300,6,88400,2.0,-1.0,4.0
VEV_4000,sell,3,89600,2,89700,10.5,-11.5,21.0
HYDROGEL_PACK,sell,3,89800,4,89900,2.5,-13.0,16.0
VELVETFRUIT_EXTRACT,sell,3,92700,5,92800,1.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,3,93700,4,93800,2.5,-1.5,5.0
HYDROGEL_PACK,sell,3,95200,5,95300,5.0,-10.0,15.0
VELVETFRUIT_EXTRACT,sell,3,95700,8,95800,4.5,-0.5,7.0
VELVETFRUIT_EXTRACT,sell,3,98400,8,98500,0.5,-1.5,4.0
VEV_5200,buy,3,98900,3,99000,1.5,-1.5,3.0
HYDROGEL_PACK,buy,3,100500,6,100600,7.0,-10.5,18.0
VELVETFRUIT_EXTRACT,buy,3,103800,8,103900,2.5,-1.5,4.0
VEV_4000,sell,3,104600,1,104700,10.5,-12.5,22.0
VEV_4000,buy,3,106800,2,106900,12.5,-8.5,22.0
HYDROGEL_PACK,buy,3,108400,5,108500,2.0,-8.5,12.0
VEV_4000,buy,3,108800,3,108900,12.5,-11.5,23.0
VELVETFRUIT_EXTRACT,buy,3,109400,8,109500,2.0,-5.0,6.0
HYDROGEL_PACK,buy,3,109500,6,109600,9.0,-5.0,17.0
HYDROGEL_PACK,buy,3,110200,5,110300,4.0,-8.0,12.0
VELVETFRUIT_EXTRACT,buy,3,111400,4,111500,1.5,-4.5,4.0
HYDROGEL_PACK,sell,3,112400,4,112500,10.0,-10.0,18.0
VEV_4000,sell,3,117800,1,117900,11.0,-10.5,21.0
HYDROGEL_PACK,sell,3,118500,5,118600,8.0,-9.0,16.0
HYDROGEL_PACK,buy,3,119000,6,119100,9.0,-6.0,17.0
HYDROGEL_PACK,buy,3,119900,2,120000,7.0,-12.0,17.0
HYDROGEL_PACK,sell,3,121500,4,121600,2.0,-10.0,14.0
VELVETFRUIT_EXTRACT,buy,3,122400,5,122500,2.5,-3.5,6.0
HYDROGEL_PACK,buy,3,122600,4,122700,9.0,-6.0,18.0
VEV_4000,sell,3,123100,3,123200,10.5,-11.5,21.0
HYDROGEL_PACK,buy,3,123700,2,123800,6.0,-9.0,15.0
VELVETFRUIT_EXTRACT,sell,3,124700,4,124800,3.0,-4.0,5.0
HYDROGEL_PACK,sell,3,125300,4,125400,7.0,-8.0,15.0
VEV_4000,sell,3,125700,1,125800,9.5,-9.5,20.0
HYDROGEL_PACK,buy,3,126600,6,126700,6.0,-11.0,16.0
VELVETFRUIT_EXTRACT,sell,3,127100,7,127200,3.5,-2.0,5.0
HYDROGEL_PACK,sell,3,128200,2,128300,9.0,-6.0,17.0
VEV_5300,buy,3,128700,3,128800,0.5,-2.0,2.0
VEV_4000,buy,3,129800,1,129900,9.5,-11.5,21.0
HYDROGEL_PACK,buy,3,130000,4,130100,10.0,-5.0,16.0
HYDROGEL_PACK,sell,3,130700,2,130800,7.0,-6.0,15.0
HYDROGEL_PACK,sell,3,131500,5,131600,10.0,-8.0,18.0
VELVETFRUIT_EXTRACT,sell,3,132500,3,132600,0.5,-0.5,2.0
VELVETFRUIT_EXTRACT,sell,3,135900,6,136000,3.5,-1.0,6.0
HYDROGEL_PACK,buy,3,136100,6,136200,7.0,-14.0,19.0
HYDROGEL_PACK,sell,3,138200,4,138300,8.0,-3.0,11.0
VEV_4000,sell,3,139400,1,139500,10.5,-11.5,22.0
VEV_4000,sell,3,140700,2,140800,12.5,-8.5,22.0
VELVETFRUIT_EXTRACT,buy,3,141900,6,142000,4.5,-1.0,6.0
HYDROGEL_PACK,sell,3,142700,6,142800,8.0,-9.0,16.0
VELVETFRUIT_EXTRACT,buy,3,143600,4,143700,1.5,-3.5,4.0
VELVETFRUIT_EXTRACT,buy,3,145100,5,145200,3.5,-2.5,5.0
VEV_4000,buy,3,145500,2,145600,10.5,-9.5,21.0
HYDROGEL_PACK,buy,3,148500,3,148600,7.0,-10.0,16.0
VEV_4000,buy,3,148800,2,148900,10.5,-11.5,21.0
HYDROGEL_PACK,buy,3,150300,3,150400,10.0,-6.0,17.0
HYDROGEL_PACK,buy,3,150700,3,150800,8.0,-7.0,15.0
HYDROGEL_PACK,sell,3,151400,6,151500,7.0,-6.0,14.0
HYDROGEL_PACK,sell,3,152300,4,152400,13.0,-11.5,20.0
VELVETFRUIT_EXTRACT,buy,3,153500,7,153600,1.5,-2.5,4.0
HYDROGEL_PACK,buy,3,153700,3,153800,4.0,-7.0,15.0
HYDROGEL_PACK,sell,3,157500,6,157600,9.0,-10.0,17.0
VELVETFRUIT_EXTRACT,sell,3,160000,8,160100,0.0,-3.0,3.0
HYDROGEL_PACK,sell,3,160100,4,160200,4.0,-9.0,13.0
VEV_4000,sell,3,165300,3,165400,11.5,-9.5,21.0
VEV_4000,buy,3,167900,1,168000,10.0,-12.5,22.0
HYDROGEL_PACK,sell,3,173800,5,173900,7.0,-7.0,12.0
HYDROGEL_PACK,sell,3,174100,2,174200,11.0,-6.0,19.0
VEV_4000,sell,3,175100,3,175200,11.5,-9.5,22.0
VELVETFRUIT_EXTRACT,sell,3,175300,7,175400,1.5,-4.5,6.0
VEV_4000,buy,3,176700,1,176800,8.5,-10.5,20.0
HYDROGEL_PACK,buy,3,177200,2,177300,10.0,-8.0,17.0
VEV_4000,sell,3,180300,3,180400,10.5,-10.5,21.0
HYDROGEL_PACK,buy,3,180800,5,180900,6.0,-13.0,16.0
VEV_4000,buy,3,181200,2,181300,13.5,-10.0,22.0
HYDROGEL_PACK,sell,3,182100,6,182200,7.0,-9.0,15.0
VEV_4000,buy,3,182100,3,182200,10.5,-10.5,22.0
HYDROGEL_PACK,buy,3,182500,6,182600,6.5,-6.0,15.0
VELVETFRUIT_EXTRACT,buy,3,182600,6,182700,3.5,-1.5,5.0
VEV_4000,buy,3,183100,3,183200,8.5,-12.5,20.0
HYDROGEL_PACK,sell,3,183400,4,183500,9.0,-7.0,17.0
HYDROGEL_PACK,buy,3,189100,4,189200,12.0,-7.0,18.0
VEV_4000,sell,3,191300,1,191400,11.5,-8.5,20.0
VEV_4000,buy,3,191900,1,192000,11.5,-9.5,21.0
HYDROGEL_PACK,buy,3,194700,3,194800,11.0,-8.0,17.0
VEV_4000,buy,3,196600,1,196700,11.5,-9.5,21.0
VELVETFRUIT_EXTRACT,sell,3,197500,3,197600,2.5,-3.5,5.0
HYDROGEL_PACK,sell,3,198800,5,198900,7.0,-10.0,17.0
HYDROGEL_PACK,sell,3,200100,3,200200,8.0,-10.0,17.0
HYDROGEL_PACK,buy,3,202200,5,202300,10.0,-10.0,18.0
VEV_4000,sell,3,202500,1,202600,10.5,-10.5,21.0
HYDROGEL_PACK,buy,3,203300,4,203400,11.0,-8.5,16.0
HYDROGEL_PACK,buy,3,203500,3,203600,8.0,2.0,8.0
VEV_4000,sell,3,203800,1,203900,10.0,-11.5,21.0
HYDROGEL_PACK,buy,3,204800,4,204900,3.0,-15.0,16.0
HYDROGEL_PACK,buy,3,205100,5,205200,9.0,-7.0,18.0
HYDROGEL_PACK,sell,3,205400,4,205500,8.0,-9.0,17.0
HYDROGEL_PACK,buy,3,206300,6,206400,11.0,-2.0,10.0
VELVETFRUIT_EXTRACT,sell,3,207500,8,207600,1.5,-5.5,5.0
VELVETFRUIT_EXTRACT,sell,3,207600,5,207700,-0.5,-3.5,4.0
VELVETFRUIT_EXTRACT,sell,3,208400,5,208500,2.5,-2.5,4.0
HYDROGEL_PACK,buy,3,209200,5,209300,17.0,-3.0,20.0
HYDROGEL_PACK,buy,3,213400,3,213500,8.0,-5.0,16.0
VELVETFRUIT_EXTRACT,buy,3,214000,5,214100,0.5,-4.5,4.0
VELVETFRUIT_EXTRACT,sell,3,215700,3,215800,2.0,-3.5,5.0
HYDROGEL_PACK,buy,3,220600,5,220700,6.0,-8.0,14.0
HYDROGEL_PACK,sell,3,221900,5,222000,6.0,-7.0,14.0
HYDROGEL_PACK,sell,3,222300,2,222400,11.0,-5.0,18.0
VELVETFRUIT_EXTRACT,sell,3,224400,4,224500,1.5,-1.5,4.0
VELVETFRUIT_EXTRACT,sell,3,225000,7,225100,1.5,-4.5,5.0
VELVETFRUIT_EXTRACT,buy,3,229500,4,229600,4.5,-0.5,6.0
VEV_4000,sell,3,229500,2,229600,8.5,-12.5,20.0
HYDROGEL_PACK,buy,3,230300,5,230400,8.0,2.0,7.0
HYDROGEL_PACK,sell,3,230900,6,231000,10.0,-9.0,19.0
HYDROGEL_PACK,buy,3,231300,3,231400,10.0,-7.0,16.0
VEV_4000,buy,3,233100,3,233200,12.0,-11.5,23.0
VELVETFRUIT_EXTRACT,buy,3,233900,8,234000,1.0,-3.5,5.0
VELVETFRUIT_EXTRACT,sell,3,234500,4,234600,4.5,-2.0,7.0
VEV_4000,sell,3,234700,2,234800,10.5,-11.5,21.0
HYDROGEL_PACK,buy,3,235900,3,236000,8.0,-7.0,17.0
HYDROGEL_PACK,buy,3,236300,4,236400,12.0,-4.0,17.0
HYDROGEL_PACK,buy,3,240100,2,240200,4.0,-11.0,16.0
VEV_4000,buy,3,240700,3,240800,8.5,-13.5,21.0
VEV_4000,buy,3,241200,1,241300,9.0,-10.5,20.0
VELVETFRUIT_EXTRACT,sell,3,243900,3,244000,3.5,-3.5,6.0
VELVETFRUIT_EXTRACT,buy,3,245100,8,245200,3.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,3,245700,3,245800,4.0,-1.0,5.0
HYDROGEL_PACK,sell,3,247000,6,247100,6.0,-11.0,17.0
VELVETFRUIT_EXTRACT,sell,3,248100,8,248200,3.5,-1.5,5.0
VEV_4000,sell,3,252700,1,252800,8.5,-10.5,19.0
VEV_5200,buy,3,253400,5,253500,1.0,-1.5,2.0
HYDROGEL_PACK,buy,3,254800,4,254900,6.0,-7.0,13.0
HYDROGEL_PACK,buy,3,256400,4,256500,9.0,-8.0,17.0
HYDROGEL_PACK,buy,3,258200,3,258300,8.0,-4.0,14.0
HYDROGEL_PACK,sell,3,259200,4,259300,8.0,-6.0,14.0
HYDROGEL_PACK,buy,3,259900,2,260000,9.0,-11.0,19.0
VELVETFRUIT_EXTRACT,buy,3,260600,6,260700,1.5,-2.5,4.0
HYDROGEL_PACK,buy,3,261600,6,261700,8.0,-9.0,17.0
HYDROGEL_PACK,sell,3,262100,6,262200,6.0,-11.0,15.0
VELVETFRUIT_EXTRACT,sell,3,262500,5,262600,3.0,-3.5,5.0
VEV_4000,buy,3,263200,3,263300,12.0,-10.5,22.0
VELVETFRUIT_EXTRACT,sell,3,263500,5,263600,0.5,-3.5,3.0
HYDROGEL_PACK,buy,3,265900,6,266000,8.0,-7.5,16.0
HYDROGEL_PACK,sell,3,266300,6,266400,6.0,-9.0,13.0
VEV_4000,sell,3,268100,3,268200,7.5,-9.5,18.0
VELVETFRUIT_EXTRACT,buy,3,268500,3,268600,2.5,1.5,1.0
HYDROGEL_PACK,sell,3,268800,2,268900,10.0,-9.0,19.0
VEV_5200,buy,3,269000,2,269100,2.5,-0.5,3.0
VEV_5300,buy,3,269000,2,269100,1.0,-0.5,2.0
HYDROGEL_PACK,buy,3,270900,6,271000,8.0,-9.0,17.0
HYDROGEL_PACK,buy,3,276600,6,276700,6.0,-11.0,16.0
HYDROGEL_PACK,buy,3,277800,6,277900,10.0,-8.0,18.0
VELVETFRUIT_EXTRACT,buy,3,281100,8,281200,1.5,-3.0,5.0
VELVETFRUIT_EXTRACT,buy,3,281800,4,281900,0.5,-3.0,4.0
HYDROGEL_PACK,sell,3,281900,2,282000,7.0,-11.0,16.0
VELVETFRUIT_EXTRACT,buy,3,284600,7,284700,2.5,-1.5,4.0
VELVETFRUIT_EXTRACT,buy,3,285700,5,285800,1.5,-3.5,4.0
VELVETFRUIT_EXTRACT,sell,3,285900,8,286000,4.5,-2.0,6.0
VELVETFRUIT_EXTRACT,buy,3,293300,3,293400,2.5,-2.0,3.0
HYDROGEL_PACK,sell,3,296200,6,296300,4.0,-10.0,14.0
VEV_4000,sell,3,296500,3,296600,11.5,-9.5,21.0
VELVETFRUIT_EXTRACT,sell,3,298100,5,298200,3.5,1.5,3.0
VEV_4000,buy,3,303900,3,304000,9.0,-10.5,20.0
VELVETFRUIT_EXTRACT,sell,3,305500,8,305600,1.5,-1.5,4.0
HYDROGEL_PACK,buy,3,306100,4,306200,8.0,-10.0,15.0
VELVETFRUIT_EXTRACT,buy,3,309000,6,309100,0.5,-2.5,3.0
VELVETFRUIT_EXTRACT,sell,3,310300,3,310400,0.5,-3.5,4.0
HYDROGEL_PACK,sell,3,310600,5,310700,13.5,-11.0,21.0
HYDROGEL_PACK,buy,3,312000,3,312100,9.0,-11.0,18.0
HYDROGEL_PACK,buy,3,312800,5,312900,10.0,-7.0,17.0
HYDROGEL_PACK,sell,3,314800,2,314900,9.0,-8.0,16.0
VELVETFRUIT_EXTRACT,buy,3,317100,6,317200,2.5,-2.5,5.0
VEV_4000,buy,3,319100,3,319200,10.0,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,3,319400,5,319500,4.0,-1.5,4.0
HYDROGEL_PACK,buy,3,319800,2,319900,11.5,-5.0,20.0
VEV_5400,buy,3,320200,4,320300,0.0,-1.0,1.0
HYDROGEL_PACK,sell,3,321900,2,322000,6.0,-10.0,15.0
HYDROGEL_PACK,buy,3,323600,2,323700,11.5,-8.0,16.0
VEV_4000,buy,3,323600,1,323700,11.0,-12.0,22.0
VELVETFRUIT_EXTRACT,sell,3,326700,3,326800,2.5,-3.5,6.0
VELVETFRUIT_EXTRACT,buy,3,328200,3,328300,3.0,-2.5,6.0
VEV_5200,buy,3,328700,3,328800,1.0,-1.0,2.0
VEV_5200,buy,3,329200,5,329300,1.5,-1.0,3.0
VEV_5300,buy,3,329200,5,329300,1.0,-1.0,2.0
HYDROGEL_PACK,sell,3,329600,2,329700,5.0,-7.0,14.0
VELVETFRUIT_EXTRACT,sell,3,330100,3,330200,2.5,-3.0,6.0
HYDROGEL_PACK,buy,3,330700,3,330800,5.0,-9.0,16.0
VELVETFRUIT_EXTRACT,buy,3,332000,8,332100,0.5,-2.5,2.0
HYDROGEL_PACK,buy,3,332700,5,332800,12.0,-9.0,21.0
VELVETFRUIT_EXTRACT,buy,3,332800,6,332900,0.5,-3.5,4.0
VEV_4000,sell,3,332900,3,333000,11.5,-11.5,22.0
VELVETFRUIT_EXTRACT,buy,3,333600,6,333700,2.5,-2.5,5.0
HYDROGEL_PACK,sell,3,334800,6,334900,3.0,-11.0,12.0
VEV_4000,sell,3,334800,2,334900,12.0,-7.5,21.0
HYDROGEL_PACK,buy,3,339000,3,339100,10.0,-11.0,19.0
VEV_4000,sell,3,339800,1,339900,10.0,-10.5,20.0
VEV_4000,sell,3,344400,1,344500,7.5,-10.5,19.0
HYDROGEL_PACK,sell,3,344800,6,344900,7.0,-7.0,15.0
VEV_4000,sell,3,345900,2,346000,13.5,-2.0,21.0
HYDROGEL_PACK,buy,3,346200,2,346300,9.0,-6.5,16.0
HYDROGEL_PACK,sell,3,347100,5,347200,6.0,-5.0,16.0
HYDROGEL_PACK,sell,3,349700,2,349800,4.0,-12.0,14.0
VEV_5200,buy,3,350300,4,350400,1.5,-1.0,2.0
HYDROGEL_PACK,sell,3,358100,3,358200,13.0,-4.0,18.0
VEV_4000,buy,3,358100,1,358200,11.0,-12.0,21.0
HYDROGEL_PACK,buy,3,360100,3,360200,9.0,-10.0,17.0
HYDROGEL_PACK,sell,3,361700,3,361800,5.0,-10.0,15.0
VEV_4000,sell,3,362400,3,362500,9.0,-13.5,21.0
VELVETFRUIT_EXTRACT,sell,3,363400,8,363500,6.5,-0.5,7.0
HYDROGEL_PACK,sell,3,363700,3,363800,7.0,-11.0,15.0
VELVETFRUIT_EXTRACT,buy,3,364600,6,364700,3.5,-3.5,5.0
HYDROGEL_PACK,sell,3,366200,4,366300,9.0,-9.0,16.0
HYDROGEL_PACK,sell,3,366700,3,366800,5.0,-7.0,14.0
VELVETFRUIT_EXTRACT,sell,3,367300,5,367400,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,3,367700,4,367800,1.5,-1.5,4.0
HYDROGEL_PACK,buy,3,368400,3,368500,7.0,-9.0,16.0
HYDROGEL_PACK,buy,3,368900,5,369000,13.0,-3.0,18.0
VELVETFRUIT_EXTRACT,sell,3,369300,5,369400,3.5,-4.5,5.0
VEV_5200,buy,3,369800,5,369900,0.5,-2.0,2.0
HYDROGEL_PACK,buy,3,370200,4,370300,10.0,-6.0,17.0
HYDROGEL_PACK,buy,3,370900,3,371000,13.0,-5.0,18.0
VELVETFRUIT_EXTRACT,sell,3,371300,6,371400,1.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,3,372800,4,372900,3.0,-4.0,5.0
VEV_4000,buy,3,373200,3,373300,11.0,-7.5,20.0
VELVETFRUIT_EXTRACT,buy,3,376200,4,376300,4.5,-1.5,7.0
HYDROGEL_PACK,buy,3,377800,5,377900,2.0,-12.0,14.0
VELVETFRUIT_EXTRACT,buy,3,378400,7,378500,1.5,-2.5,6.0
VEV_4000,buy,3,379400,1,379500,11.5,-10.5,22.0
HYDROGEL_PACK,sell,3,380200,6,380300,5.0,-1.0,6.0
VELVETFRUIT_EXTRACT,sell,3,380700,3,380800,1.5,-2.5,4.0
HYDROGEL_PACK,buy,3,381000,3,381100,6.0,-11.0,16.0
HYDROGEL_PACK,buy,3,386400,5,386500,5.0,-6.0,12.0
VELVETFRUIT_EXTRACT,sell,3,387000,4,387100,2.5,-4.0,5.0
HYDROGEL_PACK,buy,3,389200,2,389300,11.0,-8.0,18.0
VEV_4000,sell,3,389300,3,389400,7.5,-13.5,19.0
HYDROGEL_PACK,buy,3,390200,2,390300,8.0,-6.0,15.0
HYDROGEL_PACK,buy,3,390600,6,390700,8.0,-11.0,17.0
HYDROGEL_PACK,buy,3,391200,2,391300,13.0,-4.5,20.0
HYDROGEL_PACK,sell,3,391700,4,391800,8.0,-4.0,14.0
HYDROGEL_PACK,buy,3,391900,4,392000,7.0,-6.0,14.0
VEV_4000,sell,3,392500,1,392600,12.5,-9.5,21.0
HYDROGEL_PACK,buy,3,394800,6,394900,11.0,-4.0,17.0
VEV_4000,sell,3,395400,3,395500,8.5,-12.5,21.0
HYDROGEL_PACK,sell,3,395500,3,395600,8.5,-9.0,16.0
VEV_5200,buy,3,396000,4,396100,1.0,-1.5,3.0
VEV_4000,sell,3,396700,3,396800,9.5,-10.5,20.0
HYDROGEL_PACK,sell,3,397000,2,397100,4.0,-13.0,15.0
HYDROGEL_PACK,sell,3,397100,5,397200,3.0,-9.0,13.0
VEV_4000,sell,3,397300,1,397400,9.5,-10.5,21.0
VEV_4000,sell,3,397900,2,398000,9.5,-11.5,21.0
HYDROGEL_PACK,buy,3,398500,6,398600,5.0,-9.0,14.0
VELVETFRUIT_EXTRACT,sell,3,398900,6,399000,3.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,3,399000,5,399100,2.5,-0.5,4.0
VEV_4000,buy,3,399000,1,399100,10.5,-8.5,20.0
VELVETFRUIT_EXTRACT,buy,3,399800,6,399900,3.5,-2.0,5.0
HYDROGEL_PACK,sell,3,400200,3,400300,9.0,-5.5,15.0
VEV_4000,buy,3,402000,3,402100,10.5,-11.5,20.0
VELVETFRUIT_EXTRACT,buy,3,404000,6,404100,0.0,-2.5,3.0
HYDROGEL_PACK,buy,3,404300,6,404400,3.0,-5.0,6.0
HYDROGEL_PACK,sell,3,406800,6,406900,6.0,-12.5,16.0
VEV_4000,buy,3,406900,1,407000,10.5,-9.5,20.0
HYDROGEL_PACK,buy,3,409100,3,409200,8.0,-7.0,18.0
VELVETFRUIT_EXTRACT,buy,3,409700,4,409800,1.5,-3.0,4.0
VEV_4000,buy,3,410800,1,410900,10.5,-9.0,21.0
VELVETFRUIT_EXTRACT,buy,3,411800,3,411900,0.0,-1.5,4.0
HYDROGEL_PACK,sell,3,417100,4,417200,6.0,-7.0,14.0
HYDROGEL_PACK,buy,3,419200,2,419300,9.0,-6.0,17.0
VEV_4000,sell,3,420300,1,420400,11.5,-10.5,20.0
VEV_4000,buy,3,422800,1,422900,10.5,-9.5,21.0
HYDROGEL_PACK,sell,3,424000,4,424100,8.0,-13.0,17.0
VELVETFRUIT_EXTRACT,sell,3,426600,6,426700,2.5,-1.5,4.0
VEV_4000,sell,3,427800,1,427900,10.0,-9.5,20.0
VEV_4000,buy,3,428600,1,428700,9.0,-14.0,20.0
VEV_5200,buy,3,428900,5,429000,0.0,-2.5,2.0
VELVETFRUIT_EXTRACT,sell,3,429300,7,429400,0.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,3,429500,4,429600,2.5,-1.5,6.0
VEV_4000,buy,3,434200,2,434300,10.5,-11.0,22.0
HYDROGEL_PACK,sell,3,434400,4,434500,8.0,-7.0,16.0
HYDROGEL_PACK,sell,3,436000,2,436100,9.0,-7.0,16.0
VELVETFRUIT_EXTRACT,sell,3,437400,5,437500,1.5,-2.5,3.0
VELVETFRUIT_EXTRACT,sell,3,437500,6,437600,0.5,-3.5,4.0
HYDROGEL_PACK,sell,3,438800,6,438900,9.0,-9.0,17.0
HYDROGEL_PACK,sell,3,439100,3,439200,6.0,-1.0,15.0
VELVETFRUIT_EXTRACT,buy,3,439700,3,439800,2.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,3,441900,5,442000,6.0,-1.5,7.0
HYDROGEL_PACK,sell,3,442900,2,443000,6.0,-10.0,14.0
VELVETFRUIT_EXTRACT,buy,3,445000,6,445100,1.5,-0.5,1.0
HYDROGEL_PACK,sell,3,446100,2,446200,11.0,-7.0,16.0
VELVETFRUIT_EXTRACT,sell,3,448000,4,448100,1.5,-3.5,4.0
HYDROGEL_PACK,buy,3,451000,4,451100,4.0,-12.0,14.0
HYDROGEL_PACK,sell,3,451300,6,451400,4.0,-9.5,14.0
VEV_5300,buy,3,451300,3,451400,-0.5,-1.0,1.0
HYDROGEL_PACK,buy,3,451600,2,451700,10.0,-7.0,18.0
VEV_4000,sell,3,452100,1,452200,10.0,-11.0,20.0
VEV_4000,buy,3,452800,1,452900,9.5,-9.5,20.0
HYDROGEL_PACK,buy,3,453000,4,453100,5.0,-11.0,16.0
VELVETFRUIT_EXTRACT,buy,3,454100,6,454200,4.5,-0.5,5.0
VELVETFRUIT_EXTRACT,buy,3,454500,3,454600,1.5,-0.5,3.0
HYDROGEL_PACK,sell,3,454900,2,455000,7.0,-11.0,16.0
VELVETFRUIT_EXTRACT,buy,3,456100,3,456200,4.0,-2.0,6.0
VELVETFRUIT_EXTRACT,sell,3,457800,3,457900,2.5,-3.5,5.0
HYDROGEL_PACK,buy,3,459700,4,459800,5.0,-11.0,16.0
HYDROGEL_PACK,sell,3,461400,4,461500,8.0,-8.0,17.0
HYDROGEL_PACK,buy,3,465000,6,465100,11.0,-7.5,16.0
VEV_4000,buy,3,465500,1,465600,9.0,-11.0,20.0
HYDROGEL_PACK,sell,3,465600,6,465700,8.0,-6.0,16.0
HYDROGEL_PACK,buy,3,466400,3,466500,14.0,-5.0,17.0
HYDROGEL_PACK,buy,3,466900,5,467000,12.0,1.0,14.0
VELVETFRUIT_EXTRACT,buy,3,467300,7,467400,2.5,-5.5,7.0
VEV_4000,sell,3,471200,1,471300,11.0,-10.0,21.0
VELVETFRUIT_EXTRACT,buy,3,471700,5,471800,2.5,-3.5,6.0
HYDROGEL_PACK,sell,3,473400,6,473500,9.0,-12.0,20.0
HYDROGEL_PACK,buy,3,474600,4,474700,3.0,-12.0,14.0
HYDROGEL_PACK,buy,3,476800,2,476900,4.0,-9.0,15.0
HYDROGEL_PACK,buy,3,476900,4,477000,7.0,-6.5,13.0
VELVETFRUIT_EXTRACT,buy,3,477000,5,477100,0.5,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,3,478700,4,478800,4.0,0.0,4.0
VEV_4000,buy,3,480000,1,480100,9.0,-10.0,18.0
HYDROGEL_PACK,sell,3,480200,5,480300,9.0,-7.0,15.0
HYDROGEL_PACK,buy,3,481200,4,481300,6.0,-10.0,17.0
VEV_4000,sell,3,481700,2,481800,12.0,-10.0,21.0
HYDROGEL_PACK,sell,3,486800,4,486900,9.0,-2.0,16.0
VELVETFRUIT_EXTRACT,buy,3,489800,8,489900,3.5,0.0,4.0
VEV_4000,sell,3,489900,3,490000,8.0,-10.5,19.0
HYDROGEL_PACK,sell,3,490700,4,490800,8.0,-10.0,16.0
VEV_4000,sell,3,491400,1,491500,9.0,-10.0,19.0
VEV_4000,buy,3,491500,2,491600,10.0,-10.0,20.0
VEV_4000,sell,3,492500,2,492600,10.5,-9.0,20.0
VELVETFRUIT_EXTRACT,sell,3,493700,8,493800,1.5,-1.5,3.0
VELVETFRUIT_EXTRACT,sell,3,494100,4,494200,3.5,-1.5,5.0
HYDROGEL_PACK,sell,3,495400,4,495500,7.0,-8.0,15.0
VEV_4000,buy,3,496900,2,497000,9.0,-12.0,19.0
VELVETFRUIT_EXTRACT,buy,3,497300,7,497400,2.5,-1.5,5.0
